id,phone,company_name,industry,annual_revenue,account_number_external_id,number_of_locations,number_of_employees,sla,sla_serial_number
733,431-409-2789,Quest Resource Holding Corporation.,Diversified Commercial Services,52621438,00c6e0fe-1a46-467a-9106-a1f7fe7fcacf,15,69,Platinum,122101191
734,530-765-5094,Harvest Capital Credit Corporation,n/a,19260434,f4123e4a-b950-4157-bdff-2673180b656f,10,120,Bronze,101000019
735,586-543-2346,Denbury Resources Inc.,Oil & Gas Production,1516535,64b240da-9ef4-4e94-9410-bb0bd468ace1,16,78,Bronze,042100272
736,469-379-6184,"Prudential Short Duration High Yield Fund, Inc.",n/a,71921736,77a2a03d-5c68-45cd-8401-830b38dc0404,15,494,Platinum,121138990
737,765-542-2259,Scorpio Bulkers Inc.,Marine Transportation,71059712,84cb2118-2d14-45ef-91b2-64c6641f9f64,8,812,Silver,102102013
738,645-725-0649,"RigNet, Inc.",Telecommunications Equipment,48226592,94b7e9eb-f5f3-4803-8e25-d10611515456,9,162,Bronze,073900975
739,112-272-8842,Almost Family Inc,Medical/Nursing Services,12905371,48525fca-bcde-4977-be9e-c0259b4e34a0,6,180,Bronze,055002244
740,656-474-0102,Invesco Quality Municipal Income Trust,n/a,59278086,a9e2aa9b-2259-4446-ac4c-b5875c6f9bf6,19,101,Gold,102101548
741,252-846-8470,Duke Energy Corporation,Power Generation,31733769,4938e585-fb62-4926-88b1-a0dd3c61a312,5,834,Bronze,111908965
742,981-247-2944,Colony Starwood Homes,Real Estate Investment Trusts,64110583,5ac3f348-614b-4cca-af87-264a98254b23,17,51,Gold,121000248
743,391-199-5323,"Guess?, Inc.",Apparel,38446335,0366c953-f46b-4e09-97ea-a3519e2a0d31,9,800,Silver,114922430
744,444-606-5713,"Home Depot, Inc. (The)",RETAIL: Building Materials,58706314,afbe2dc7-a565-4607-9446-834849749041,18,944,Gold,265470381
745,184-710-2555,"Reinsurance Group of America, Incorporated",Life Insurance,75991856,77860930-6fc4-4c74-bb97-e4c64659dcdf,5,873,Bronze,084201278
746,805-318-7148,Red Lion Hotels Corporation,Hotels/Resorts,14337603,9404b9b0-3e9f-446c-9104-a19d34d20095,8,301,Bronze,082007791
747,797-419-1219,RiceBran Technologies,Packaged Foods,93662458,a52e48a9-af20-4ee8-a2b0-8141579bbacd,16,341,Bronze,107000152
748,645-770-5243,Blackrock Muni New York Intermediate Duration Fund Inc,n/a,45180434,ac767180-d890-4867-b5c6-b3d0db4189aa,15,947,Bronze,061113279
749,555-986-0762,"TPI Composites, Inc.",Industrial Machinery/Components,52734831,a0b6a2f7-ef6e-4415-86d1-083f29f41f9c,17,245,Silver,062202697
750,951-690-1904,Axis Capital Holdings Limited,Property-Casualty Insurers,79619737,d18640e4-8cc4-486d-a279-feab6c538754,17,929,Platinum,113009464
751,233-364-4139,Tech Data Corporation,Retail: Computer Software & Peripheral Equipment,96452492,ebdc8b44-4e4f-4576-8310-ffa6f96598a4,16,801,Platinum,102102864
752,118-407-8882,Pebblebrook Hotel Trust,n/a,98351772,8b6438a7-90c1-416a-b247-23fd6c59d9c3,18,130,Gold,031302272
753,785-810-9698,Hanesbrands Inc.,Clothing/Shoe/Accessory Stores,69639555,4a978b37-ae9f-4946-a043-6344b3e069c1,20,71,Gold,072400447
754,190-198-6134,Nuveen Virginia Quality Municipal Income Fund,n/a,65898676,67d14ad6-9176-45a7-9b73-32daa6b7b528,18,55,Gold,114909505
755,657-864-0777,First Trust Cloud Computing ETF,n/a,83489363,e50de133-0777-4192-a53b-416a6feb368d,3,243,Silver,071925839
756,797-184-8151,"RigNet, Inc.",Telecommunications Equipment,41559050,3eb8f5fb-d077-4060-bd9a-4601546f2ab9,13,65,Bronze,021272626
757,758-503-3147,"Summit Financial Group, Inc.",Major Banks,60003699,7326e733-fa4d-4aba-9218-f004e409133a,7,347,Bronze,101106379
758,199-326-3404,Nuveen S&P 500 Dynamic Overwrite Fund,n/a,40960123,01014f14-8f70-43c4-97f3-28bddab1c91f,20,809,Silver,021100329
759,953-363-8762,Splunk Inc.,Computer Software: Prepackaged Software,67094626,d66ba02c-a094-4de8-a00d-c1d2095aa02c,12,156,Gold,053111577
760,309-254-3006,Dynegy Inc.,n/a,9848050,768d40c7-3983-4108-be9c-06a8cd1c1a24,18,596,Platinum,081200544
761,498-279-4954,Scorpio Bulkers Inc.,Marine Transportation,86044383,adf3c1cc-bb50-43b3-af35-29de8743d8f2,3,345,Platinum,081202759
762,948-722-6793,"Goldman Sachs Group, Inc. (The)",n/a,67021325,0e7bff7a-2fae-46cd-9b74-90a4cffbadd1,5,108,Gold,111000258
763,377-305-4966,Apache Corporation,Oil & Gas Production,48186100,c48b802e-7de6-44b4-bad8-cca36c080ebb,3,736,Bronze,091310929
764,256-320-0773,"WCF Bancorp, Inc.",Major Banks,27682640,ff7eb78c-8e81-4da7-a1e8-36c0d4ad52ec,2,571,Platinum,022300160
765,743-488-5184,"Waste Management, Inc.",Environmental Services,42140745,d4c053f8-e201-41fe-8423-62e60ea02340,15,816,Silver,051409223
766,844-937-9994,"Prudential Short Duration High Yield Fund, Inc.",n/a,50587612,4bd6df20-8bc5-451d-86d2-b2dc7e9765d3,12,256,Bronze,053112178
767,769-340-7176,"RSP Permian, Inc.",Oil & Gas Production,28940747,58106bb8-2b1c-48d5-a0a9-384ccc5bc14b,20,914,Silver,031302777
768,712-962-1015,Global X Conscious Companies ETF,n/a,75165412,c7834aea-28dd-40c7-91a5-514114d06274,20,760,Gold,062205733
769,282-643-2434,"Codorus Valley Bancorp, Inc",Savings Institutions,93680399,2ea96a12-61e9-4901-b7e1-272d3a6b1365,20,176,Gold,021502040
770,435-151-0549,"NextEra Energy, Inc.",n/a,69007100,964769b9-df4f-4b4d-bbdd-6f7c2a1f39a1,3,256,Bronze,072402704
771,354-480-6006,First Trust Mega Cap AlphaDEX Fund,n/a,43994771,a18a825b-136c-4d58-8ac1-519818850f68,19,960,Silver,072401789
772,226-911-1436,"Cloudera, Inc.",Computer Software: Prepackaged Software,60639466,f802a9d7-126a-47fe-a2d0-3308593ac7ab,14,12,Silver,122235821
773,902-518-4266,"Prosperity Bancshares, Inc.",Major Banks,8125082,ea33df6f-6938-4223-b3ba-85c85e678e0c,18,49,Silver,073908980
774,627-384-0557,"Tetra Tech, Inc.",Military/Government/Technical,61543349,334630a5-7573-4153-a5e4-3ab8bbc26ca2,3,388,Bronze,111311785
775,281-349-0849,"Aeglea BioTherapeutics, Inc.",Major Pharmaceuticals,89059014,4de6632c-6d85-4b5f-b6ac-e0b5d513a3ad,6,240,Platinum,103104544
776,926-911-6267,Nationstar Mortgage Holdings Inc.,Finance: Consumer Services,1331022,04dacd35-eafc-43d9-b4d9-53ac806c5fad,6,80,Gold,031100092
777,184-227-7128,Mistras Group Inc,Military/Government/Technical,90629497,ff271860-d2af-4781-ad99-7c55145d7cc8,17,964,Gold,021200957
778,973-365-1471,Landec Corporation,Major Chemicals,92961361,3f356741-8c3a-45b2-a4b1-6d8d0824b904,1,311,Gold,055073532
779,638-377-9450,Canada Goose Holdings Inc.,Apparel,92581031,12d047bf-a8e7-4416-bf5d-3c44d2d79a86,4,570,Platinum,222371876
780,663-921-9276,"Jounce Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),40099276,86ce241d-63c2-42c3-bbae-8758c65ec7b9,20,197,Bronze,114921949
781,317-882-4194,"Monolithic Power Systems, Inc.",Semiconductors,97669900,b323dc22-8480-4fa6-b8f6-e4b0e4bc8eb3,6,286,Gold,111101461
782,573-365-6696,Coupa Software Incorporated,Computer Software: Prepackaged Software,61994727,19805eaa-a581-4626-8911-50344bf78403,9,40,Gold,042200295
783,309-564-1190,"McDermott International, Inc.",Metal Fabrications,12222701,79bdedd5-86dc-4dcd-ac17-6cd5a00a5c23,14,817,Bronze,113114595
784,422-468-5183,Biohaven Pharmaceutical Holding Company Ltd.,Major Pharmaceuticals,64770157,0333486a-c02e-404c-baee-d83282d4750b,4,660,Platinum,122241831
785,534-237-2730,KT Corporation,Telecommunications Equipment,93513053,ea569a36-5169-4cb2-a383-b4e99d0badfa,4,476,Silver,107004352
786,959-781-1149,"Kindred Biosciences, Inc.",Major Pharmaceuticals,18960134,ddf5daf4-554b-4718-897b-8dd4b5796578,13,857,Gold,101105778
787,251-774-9060,Davis Select Worldwide ETF,n/a,73527151,a8943345-448e-4a31-a78b-d576dc3fa91e,17,778,Bronze,064202844
788,952-282-3980,"NextEra Energy, Inc.",Electric Utilities: Central,65614840,3d7fcf3c-359c-41e0-8726-52f1cbd2a25a,11,643,Bronze,091905648
789,772-613-3736,"Rush Enterprises, Inc.",Automotive Aftermarket,5744014,0757799b-739f-49ab-9dc0-ee1ee75eb898,1,283,Silver,122105155
790,938-776-6433,"Empire State Realty Trust, Inc.",Real Estate Investment Trusts,20973808,9d4a260f-6b5a-4c6a-8d2f-6fae36f6fd69,3,666,Bronze,021401617
791,908-193-7510,Cimpress N.V,Publishing,91896020,f61c8b34-61d7-4be0-9928-7f4a3a162846,1,468,Platinum,122240450
792,850-593-5411,Philip Morris International Inc,Farming/Seeds/Milling,94046306,09a2f0e2-cf9d-4ba8-a899-6c588679f13a,6,91,Platinum,053100300
793,706-364-4245,"Aimmune Therapeutics, Inc.",Major Pharmaceuticals,12832033,7fa78d1c-8b38-453d-8e6c-4995f4dd6c83,7,203,Platinum,091209483
794,954-341-9092,"ARMOUR Residential REIT, Inc.",n/a,51421138,8caf4f08-5a85-4966-bf5b-f5ff8d8d9ebd,5,841,Silver,026010058
795,186-465-9053,MEDIFAST INC,Packaged Foods,6987808,eff8d859-a47e-40cb-83dc-bbf87698c89c,2,221,Bronze,064204075
796,629-471-0747,"Proto Labs, Inc.",Metal Fabrications,63068945,c78c5424-3af0-4388-9dea-51e483658ecd,10,632,Platinum,256073302
797,443-849-9924,AVX Corporation,Electrical Products,42965862,17548e16-bad9-4db9-969b-556e824c583e,9,454,Platinum,067003778
798,580-554-2650,iShares S&P India Nifty 50 Index Fund,n/a,63941598,4fe59103-70ff-43cf-b0cc-946b87cc9a8a,16,463,Silver,072400447
799,284-949-0738,Acceleron Pharma Inc.,Biotechnology: Biological Products (No Diagnostic Substances),98482800,d0296852-943d-45ad-9a85-2e771abfaf01,17,936,Bronze,114915081
800,734-991-8392,Kemper Corporation,Property-Casualty Insurers,2153083,5fd9568f-47fd-43cc-bd57-9cc494d04c66,10,850,Platinum,111104743
801,699-958-0714,Quantum Corporation,Electronic Components,5549438,fe295356-9329-47c2-a95e-f33d19a84364,9,532,Silver,021202175
802,402-347-3725,Nuveen High Income 2020 Target Term Fund,n/a,53989323,8aa45026-857b-4920-b1d6-7031aa7774cc,17,339,Silver,064009144
803,477-126-1966,BlackRock Credit Allocation Income Trust,n/a,35635576,bcc97fee-80e7-404d-864d-164466068565,13,943,Bronze,062006495
804,456-210-8301,"International Seaways, Inc.",Marine Transportation,54336064,6b990fb9-b6db-47cb-9785-23e05cc79079,1,495,Bronze,091905253
805,895-589-2423,Deere & Company,Industrial Machinery/Components,38384649,265accff-1967-4b55-a239-92680aacbee6,8,975,Bronze,112207209
806,688-345-2386,Comp En De Mn Cemig ADS,Electric Utilities: Central,22656555,6f5056bb-5142-4e2c-bd43-ddeb0afe3f77,6,41,Bronze,271071321
807,226-497-7589,Guggenheim Credit Allocation Fund,n/a,17033829,520f4488-57a3-48cb-9fa2-30ca3acb0ba9,3,425,Gold,265272343
808,581-908-7968,Gafisa SA,Homebuilding,66668520,b03550a3-7f70-4191-a84b-ce893d6f6ce8,3,322,Bronze,064000020
809,201-314-9042,Whiting Petroleum Corporation,Oil & Gas Production,13672523,7b772e74-3f31-44b2-8320-a3221b3a93c1,20,465,Bronze,071923323
810,284-747-5410,WNS (Holdings) Limited,Business Services,97310718,424b770a-3c9e-4677-ac2a-e20f27c5afc6,14,490,Bronze,211174990
811,595-788-1333,Vanguard Intermediate -Term Government Bond ETF,n/a,45425901,8b37514d-9447-4d1c-9ce8-ff71939c1b83,14,19,Platinum,104110922
812,914-485-1964,"Eagle Bancorp, Inc.",Major Banks,15223604,96110521-8847-4de2-ac67-92de0a3118bf,12,399,Platinum,311981562
813,507-240-6784,"Union Bankshares, Inc.",Major Banks,45892447,4226fcb3-42f1-468e-a570-2207aaa3c85c,13,567,Platinum,031302638
814,970-548-3938,Nuveen Preferred and Income 2022 Term Fund,n/a,96580481,502c857b-2e0f-4dd6-b204-e47bc10880c3,5,254,Platinum,061211197
815,786-475-0492,"Floor & Decor Holdings, Inc.",RETAIL: Building Materials,81396978,2dbde71a-1aa4-4f8e-a568-e0d66d2921d3,16,92,Gold,231971568
816,592-501-6450,X-Links Silver Shares Covered Call ETN,Investment Bankers/Brokers/Service,70692314,19ea1686-d3f9-44d6-9d76-6c61f93da07b,9,619,Gold,122243172
817,786-369-5288,AT&T Inc.,Telecommunications Equipment,27055265,74e8c4ad-1434-47f9-8105-fcfe4727ea02,18,241,Gold,121137807
818,786-748-9772,Boardwalk Pipeline Partners L.P.,Natural Gas Distribution,79048052,4a5a3779-2bf3-4f44-acc5-d0d35b02f590,14,548,Bronze,121140742
819,555-773-5336,Asia Pacific Wire & Cable Corporation Limited,Telecommunications Equipment,20776041,60026adb-4c28-4735-8f13-035c16451535,11,83,Gold,221371644
820,190-842-7976,Vanguard Short-Term Inflation-Protected Securities Index Fund,n/a,45046718,db05cefd-7439-41d2-b179-5111bd0864e5,15,126,Platinum,113000968
821,825-712-8583,FlexShares Disciplined Duration MBS Index Fund,n/a,98366204,d952d14f-9a12-4766-b546-bf9d290879cd,16,162,Gold,122244566
822,922-706-6274,BRT Apartments Corp.,Real Estate Investment Trusts,14490056,83608953-441b-48c5-9051-c7e7fae4e564,14,814,Gold,102105816
823,895-992-4694,The Community Financial Corporation,Major Banks,61307369,788ceb2d-6ebf-442c-b7ec-8d720cb71cad,16,978,Platinum,091216612
824,314-703-3382,Arconic Inc.,Metal Fabrications,84738206,59237f25-88a8-4200-ae07-9f2fe28842fd,8,311,Gold,251472555
825,149-955-7616,AXT Inc,Semiconductors,11319381,f487d2ff-4fa3-45a4-8364-a883b96496c9,20,255,Gold,102104749
826,829-684-9757,Mobile TeleSystems OJSC,Telecommunications Equipment,85820811,fc2da1fe-644c-4bfb-bd86-cc4201d832e0,8,681,Bronze,011804185
827,908-554-1606,RenaissanceRe Holdings Ltd.,n/a,6626794,c6a5b4a7-c4e9-44e3-9425-b4bd387b45a2,1,740,Gold,111903245
828,899-766-4422,Colonial Intermediate High Income Fund,n/a,87817197,7ba3d68d-b5c3-48a0-aa19-e1e0dfff324e,12,230,Silver,065400894
829,122-135-1523,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,n/a,59619858,c16756c6-76e7-4b70-baa3-e9af4a8d2efe,10,688,Gold,026002927
830,121-670-2676,"Collegium Pharmaceutical, Inc.",Major Pharmaceuticals,63748592,2b4247ae-6bf4-4243-a8bd-71ff411d0c03,3,315,Silver,052100547
831,272-255-6992,Viper Energy Partners LP,Oil & Gas Production,83994476,935ed65e-b17a-414c-bf74-8eca088fc6d2,7,41,Silver,041001013
832,622-692-6998,"Otonomy, Inc.",Major Pharmaceuticals,70861579,73b26077-8e6e-4f22-854c-8b86f3b38a29,15,414,Platinum,122000658
833,495-666-6550,Voya Prime Rate Trust,n/a,73927603,2c897d34-ccf9-4776-a5d8-ad51245227e7,11,663,Gold,101100375
834,625-331-8395,Cousins Properties Incorporated,Real Estate Investment Trusts,99827735,6cbad42d-6292-4a42-83c2-1ee44af28e55,6,165,Gold,101102182
835,467-710-3430,"International Seaways, Inc.",Marine Transportation,4196919,3f295290-c77c-4a1d-80f3-2663ccbb5844,10,349,Silver,101000019
836,389-497-4839,Allstate Corporation (The),n/a,60758481,c1fd77ff-c712-4b3f-aedb-e8901ecc142a,11,953,Silver,107000327
837,607-372-3096,"Cavium, Inc.",Semiconductors,75786116,3a585436-e272-4ed1-b385-df8825bffbae,3,398,Silver,081019104
838,430-840-9780,Conyers Park Acquisition Corp.,Business Services,98695359,8bf876c3-8068-4113-a063-e45d45354629,16,111,Silver,011400071
839,903-264-9577,BlackRock Municipal Income Investment Trust,n/a,82820519,16d194b9-4ee4-4bd1-af4b-8fa9a2541099,20,739,Platinum,051409184
840,129-174-5775,Nuveen New York Quality Municipal Income Fund,n/a,84517208,8c8c2f30-d794-4cfc-b308-f1138543eb07,15,167,Silver,122237955
841,478-241-7809,WisdomTree Interest Rate Hedged High Yield Bond Fund,n/a,1633713,c506f931-41d8-43ca-99df-0bd9ab6566c8,2,203,Silver,113102714
842,326-171-7782,Atossa Genetics Inc.,Medical/Dental Instruments,53004689,4b16b1c5-42f8-444a-9dca-fd88e125d632,7,139,Gold,063110306
843,875-524-9884,Global Indemnity Limited,Property-Casualty Insurers,79832274,8600727b-afed-4897-869a-44f8b574689a,1,273,Bronze,281073568
844,473-942-5517,Pimco New York Municipal Income Fund II,n/a,57923618,4dc41d29-b1d5-4244-ab3b-d69e1de73e94,18,991,Gold,084309125
845,975-116-6278,Resolute Forest Products Inc.,Paper,90585849,2f487f1b-7808-47b5-8e2d-eb09d8a70146,16,979,Bronze,211372352
846,191-606-4343,First Foundation Inc.,Major Banks,3200540,65fc5746-bb6e-4e8c-b993-32d725f33278,9,946,Silver,253171430
847,648-377-3517,"Tetraphase Pharmaceuticals, Inc.",Major Pharmaceuticals,72936769,ed7cda26-45f7-4b05-8562-9d07baf72c5e,20,539,Gold,091205607
848,233-504-0479,"Southern Missouri Bancorp, Inc.",Banks,45683807,f93b6977-3ae2-4f52-80f6-0fb1d9505e9e,7,504,Bronze,113101773
849,137-681-9321,"Clean Harbors, Inc.",Environmental Services,50242033,f22a7570-3f87-4ea8-ac02-7557abb25ad3,4,229,Gold,081503102
850,332-457-6671,"Blackhawk Network Holdings, Inc.",Finance: Consumer Services,18500603,ab674daa-7284-4f0b-a85b-742774b08107,12,719,Silver,091405258
851,179-780-2808,"American Financial Group, Inc.",Property-Casualty Insurers,90632433,7471bc57-63dd-4327-af38-5a15ea89da0c,16,186,Gold,122244566
852,762-415-5864,Ameris Bancorp,Major Banks,16132989,46ed9603-4f30-4700-8716-a36b82056a7c,17,714,Gold,125107008
853,148-547-6837,Eli Lilly and Company,Major Pharmaceuticals,93216127,d461923b-d65e-4bc1-aa48-1dfdf59f9b1f,8,403,Bronze,083901650
854,427-384-1413,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Water Supply,30816856,afb55806-af0e-4fe4-b2c8-8d17b7ce3373,18,641,Bronze,061019506
855,963-683-7442,"Applied Industrial Technologies, Inc.",Industrial Specialties,36998419,3da64565-21c1-4ba6-a99b-d6ebee6a5999,20,242,Gold,101114277
856,157-947-6713,Allstate Corporation (The),Property-Casualty Insurers,44148140,b38a38a2-59bc-40e6-8f0a-eca995fc3891,9,90,Platinum,091916527
857,393-951-3530,"Nathan's Famous, Inc.",Restaurants,94100819,b33339df-60ab-44a6-8361-c2368d1d78db,15,203,Bronze,022000868
858,452-839-4660,Liberty Media Corporation,Broadcasting,20463536,c31f5973-2195-4216-ab8b-5fa48b57e982,1,581,Silver,021202191
859,504-278-4713,Pacific Special Acquisition Corp.,Business Services,60227033,2828f37b-1c28-4654-bb5c-7942f69b297d,1,381,Platinum,101101581
860,867-727-3080,Main Street Capital Corporation,n/a,95791942,d032c25b-952e-4c32-8c4d-3f00c5bd178b,17,386,Gold,082901677
861,725-491-2478,"Acadia Healthcare Company, Inc.",Medical Specialities,96872042,b6a4bc8c-2000-4d26-9df1-e65d132337ae,17,548,Bronze,261170533
862,888-145-0798,Occidental Petroleum Corporation,Oil & Gas Production,87011205,179f7cda-6fb2-4bce-bfd7-be9bc7a5e691,18,238,Bronze,063109621
863,408-608-9124,Phillips 66,Integrated oil Companies,47383738,65d75f79-f04a-4510-8cc5-36149d268ea9,17,282,Bronze,243470196
864,646-275-4718,"Planet Payment, Inc.",Business Services,24990490,201ec200-e3f7-4fa4-a08e-da28fc016cf3,20,260,Bronze,053110400
865,906-927-6084,LSI Industries Inc.,Building Products,84331956,66640d0b-feba-43d8-b263-065348bc8928,13,640,Platinum,074905173
866,345-159-1338,M&T Bank Corporation,Major Banks,57787745,f1389396-6c44-4b1a-b941-4f4d5ab5dcc0,17,857,Gold,053207960
867,296-869-7456,"Tile Shop Hldgs, Inc.",Home Furnishings,81407951,b04a8359-f03d-41bf-872d-b99a3479e96b,9,11,Bronze,082905136
868,270-591-8075,"Cidara Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),53517597,c7ac0452-edb2-4d69-b695-5b2867b08149,7,415,Silver,103105530
869,400-769-5583,PacWest Bancorp,Major Banks,27763299,47960af9-b490-40e2-bdd8-19b1ef942915,5,728,Gold,284170468
870,406-133-4998,"Walker & Dunlop, Inc.",Finance: Consumer Services,5178543,c9d03bfa-b5f0-435c-bb6b-c330096d111a,2,902,Platinum,071925130
871,824-661-0621,Brown Forman Corporation,n/a,21391707,53632d94-8978-429c-9dbb-b3430d3abd5b,1,935,Platinum,101104795
872,939-332-5137,Integra LifeSciences Holdings Corporation,Biotechnology: Laboratory Analytical Instruments,58483039,660fea50-0fe0-4cae-b4f2-6e35bb0e371f,14,826,Silver,082901570
873,613-876-7703,American Express Company,Finance: Consumer Services,35814550,b7763b8e-6400-471b-ad28-de442dd243ac,13,662,Gold,091803889
874,396-413-0451,"Gabelli Convertible and Income Securities Fund, Inc. (The)",n/a,84326915,f1f125eb-a007-4f5e-93f0-da000ff294e1,5,347,Gold,111104921
875,782-827-9957,"General American Investors, Inc.",n/a,22096103,045535a8-d5dc-4edd-a098-e08d50f0b79a,20,591,Bronze,071000343
876,557-493-7003,"Arista Networks, Inc.",Computer Communications Equipment,95508575,225ec58e-c1c9-452b-8e54-83e144e72c6b,5,133,Bronze,052100893
877,823-883-6803,"Cleveland BioLabs, Inc.",Biotechnology: Commercial Physical & Biological Resarch,13501529,6761a3a4-fa8c-4907-8464-8dfb8d942e3e,1,299,Silver,221970443
878,373-481-7945,"Reliv' International, Inc.",Major Pharmaceuticals,47033033,31890c81-66fa-4abd-8089-a4ee1bcd3379,17,594,Gold,071124740
879,505-549-9858,iFresh Inc.,Food Chains,68806796,b486573f-101a-49c9-93e6-ce306e5da434,2,163,Silver,091005632
880,566-223-8907,"Energy XXI Gulf Coast, Inc.",Oil & Gas Production,54684020,a941bfc6-a3f6-4e57-a90d-405e2d74724c,14,595,Silver,113012503
881,864-143-7811,Fifth Third Bancorp,Major Banks,3189524,81584d1f-5e91-416d-8153-6f6f5ccf7e7d,19,962,Bronze,103112125
882,868-472-5587,"Kelly Services, Inc.",Professional Services,46370989,30e40c78-12c2-446b-9ce2-3fcc2c55a1ab,15,972,Gold,075000103
883,602-880-8118,New Mountain Finance Corporation,n/a,33852362,3a827a0e-57b4-4ed9-a007-0bbef07c089b,8,160,Silver,113000861
884,164-746-8518,Loews Corporation,Property-Casualty Insurers,70978604,0d26b45f-a1ca-4711-8282-7df750b078f9,12,501,Bronze,071201647
885,636-190-6899,Comp En De Mn Cemig ADS,Electric Utilities: Central,80811482,f05aedde-c5e2-4506-b64a-c726a5a86069,18,255,Platinum,044103523
886,635-629-8367,Workiva Inc.,Computer Software: Prepackaged Software,18286039,540cb0d5-bbbb-493a-8bc7-8665da7d4207,15,631,Bronze,065104116
887,909-310-4989,PowerShares KBW High Dividend Yield Financial Portfolio,n/a,9351563,f0328da1-ace2-4fc2-bedc-1a5ac1919efc,12,923,Silver,064102397
888,589-725-8918,"ProPhase Labs, Inc.",Major Pharmaceuticals,4572820,c1cd4400-46af-4bdf-a058-1055cd51dc7f,1,628,Silver,074913233
889,749-747-1356,Harsco Corporation,Metal Fabrications,59372026,0260d9ca-eea5-4e25-8037-aa9bd85bf7a9,4,204,Platinum,271972064
890,981-697-0318,GasLog Partners LP,Marine Transportation,70235213,9b6f65c6-07c1-4bc4-8134-8f4b3d91887a,19,610,Bronze,062201397
891,600-908-0120,TriplePoint Venture Growth BDC Corp.,n/a,13019432,4af539ef-9597-435c-9304-b10913334226,9,504,Gold,062206415
892,435-935-6288,"BioScrip, Inc.",Medical/Nursing Services,90229891,98f5aa24-b28b-414a-9ca5-c72d40a4e1a2,1,653,Bronze,042107424
893,102-931-7812,"Olympic Steel, Inc.",Metal Fabrications,77407315,c11ab6dc-4960-4607-b997-8c13dcb28512,5,13,Bronze,221471858
894,936-280-5979,"Alliance Holdings GP, L.P.",Coal Mining,61526814,135e7d73-fe9e-42bf-ba84-8a29924a5f96,13,999,Silver,111000614
895,682-265-7002,"National Oilwell Varco, Inc.",Metal Fabrications,13738269,7510adfd-a6e0-46b6-bc24-5aedd2fa4577,17,753,Silver,113024915
896,252-299-9558,"China Green Agriculture, Inc.",Agricultural Chemicals,38452945,39d2a510-0a8c-4c3a-8269-19b49fc40ec1,2,547,Platinum,081204281
897,225-442-5472,"Frankly, Inc.",n/a,12282975,3faf11b3-e1ac-4f50-8308-64e033899474,9,69,Bronze,221270703
898,310-881-1471,"Powell Industries, Inc.",Electrical Products,37535781,7ae5ab25-e630-4d0b-901e-eb9ef615945d,4,223,Silver,061112092
899,742-723-2193,Ladder Capital Corp,Real Estate Investment Trusts,36128968,4a80549d-50c7-4b22-9903-a5bc8ab02db7,11,911,Silver,084205656
900,205-973-9081,"Black Knight Financial Services, Inc.",Computer Software: Prepackaged Software,54630403,1f00bc12-0052-4f56-88ab-271d56ea9bf0,7,36,Silver,104106583
901,722-299-0690,"Parkway, Inc.",n/a,91975288,d2eb4347-140e-4c30-ba80-cf909db1eafd,8,624,Gold,092905508
902,560-237-8892,"Energy Transfer Partners, L.P.",Natural Gas Distribution,92670247,ec83af7a-f554-42ce-a952-cf03c63af1d7,14,11,Gold,084107055
903,260-971-9623,Xcerra Corporation,Electrical Products,33036236,0c72f4b0-fdb1-4894-91e1-1347028b6604,5,617,Gold,081025415
904,919-521-0163,Bank of America Corporation,n/a,29432701,b5bca591-b321-46ea-b1fb-13d49ad55748,16,165,Gold,044112187
905,974-926-4449,Hugoton Royalty Trust,Oil & Gas Production,65326364,c693f33f-a695-4889-8c45-cddcf8d9db50,14,44,Gold,111024548
906,280-846-1198,Public Storage,Real Estate Investment Trusts,93679451,7121e301-319d-4e0d-a05d-270a16c5d728,14,781,Bronze,091204080
907,174-810-0197,"Independence Contract Drilling, Inc.",Oil & Gas Production,82950627,bfaf34e8-4e1c-47bd-b837-d05832011be5,13,930,Bronze,081000210
908,201-698-8056,Capitala Finance Corp.,n/a,46594567,8543b0c1-e015-4d9e-bb19-096cbbf4c72e,2,11,Bronze,075910659
909,939-906-1672,Arlington Asset Investment Corp,Finance/Investors Services,20001751,b9e2ae6c-c425-4ec0-a123-3dde9a49df8b,10,611,Gold,113024274
910,152-851-8471,"Martin Marietta Materials, Inc.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),90578695,8baf3a52-0980-496c-a52a-9eac897ce208,10,350,Gold,122400724
911,506-128-2098,The Community Financial Corporation,Major Banks,86821767,268e35a9-e4e1-45a1-b77e-0ba4e22ead13,19,127,Silver,091101455
912,915-528-4712,"Heat Biologics, Inc.",Major Pharmaceuticals,43928683,17fe38ee-8e05-4186-a62d-7a25090b6de4,3,695,Platinum,123308553
913,505-194-3275,Capitala Finance Corp.,n/a,28878055,0f8db7d8-5af6-43a5-ac82-4ec4f5eb22b3,19,623,Platinum,082904085
914,872-178-3547,"Rexford Industrial Realty, Inc.",Real Estate Investment Trusts,18508594,c99d643c-f944-4691-a455-ad3d582456bf,15,840,Gold,031101017
915,177-374-5187,Capital One Financial Corporation,n/a,43183938,56a4263f-bc17-4aab-b9cb-c1a1f10b0051,10,968,Gold,062200628
